Id;Name;Slug;Begginer;Description;Source;Tags
291;Тяга в наклоне с нижнего блока;tiaga_v_naklone2;;"

Тяга в наклоне с нижнего блока принципиально не отличается от других тяг в наклоне. Примерно такая же техника и такие же мышцы работают. Главное отличие, это то, что вес вас тянет не только вниз, но и вперёд. Поэтому вы вынуждены часть веса уравновешивать собственным телом отклоняясь назад. Это приводит к тому, что чем больше вес вы ставите, тем ниже КПД данного упражнения.


Основные фишки


1. Советую делать эту упражнение в конце тренировки на спину, если вы достаточно сильный. Если нет – то можно и в начале, но помните, что если будете делать в начале, то веса придётся ставить больше и КПД упражнения будет меньше.


2. Делать с канатами или с ручкой – решать вам. Можно и так, и так. Вариант с канатами позволяет работать по большей амплитуде и чуть сильнее растягивать и сокращать широчайшие мышцы. Однако канаты менее удобно держать.


3. Наклонять спину вслед за весом и прогибать её вверх, когда вы тянете к себе – желательно. Это увеличит амплитуду и эффективность упражнения.


4. В верхней точке можно делать небольшую паузу, если вес небольшой.


5. Во время выполнения упражнения у вас должны двигаться не только руки, но и лопатки. Тянем на себя и сводим лопатки вместе. При этом расправляем грудь. Отпускаем от себя – опускаем плечи и слегка горбим спину. Всё это делается для того, чтобы лучше сократить / растянуть мышцы спины.

";https://tvoytrener.com/www/yprajnenia/tiaga_v_naklone2.html;Спина,Шея,Широчайшие мышцы
292;Тяга лёжа с нижнего блока;tiaga_lega;;"

Это упражнение хорошо тем, что здесь нет нагрузки на позвоночник и по технике выполнения оно довольно простое. Правда, есть один большой минус: нужен ассистент, чтобы подавать ручку/канат, так как самому это делать неудобно (особенно с большим весом). Упражнение это советую делать ближе к концу тренировки спины.


Основные фишки


1. Угол наклона лавки должен быть примерно 30 - 40 градусов. Чтобы определить, какой угол эффективнее именно для вас - надо поэкспериментировать.


2. Делать с канатами или с ручкой – решать вам. Можно и так, и так. Вариант с канатами позволяет работать по большей амплитуде и чуть сильнее растягивать и сокращать широчайшие мышцы. Однако канаты менее удобно держать.


3. Немного горбить спину вперёд за весом и прогибать её вверх, когда вы тянете к себе – желательно. Это увеличит амплитуду и эффективность упражнения.


4. В верхней точке можно делать небольшую паузу, если вес небольшой.


5. Во время выполнения упражнения у вас должны двигаться не только руки, но и лопатки. Тянем на себя и сводим лопатки вместе. При этом расправляем грудь. Отпускаем от себя – опускаем плечи и слегка горбим спину. Всё это делается для того, чтобы лучше сократить / растянуть мышцы спины.


6. Выдох делается в конце усилия. А вдох - когда отпускаете ручку от себя.

";https://tvoytrener.com/www/yprajnenia/tiaga_lega.html;Спина,Шея,Широчайшие мышцы
293;Тяга в наклоне с резиной;tiaga_naklon_petli;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для женщин: 10 - 15 повторений. 2 - 3 подхода.

Купить такие же резинки (и другой инвентарь) можно здесь. Для пользователей моего приложения скидка 10% по промокоду trener.





Скачать видеокурс со всеми остальными упражнениями с резиной (51 упражнение).
";"

Тяга петель позволяет максимально сократить широчайшие вверху за счёт увеличения нагрузки по мере натягивания петель. В целом это упражнение является базовым и его вполне можно делать в начале тренировки на спину. Петли должны быть такой длины, чтобы даже внизу они были натянуты.


Основные фишки


1. Когда тяните петли вверх, то поворачивайте кисти ладонями вовнутрь. А когда опускаете, то  - ладонями назад. Это позволит сильнее сократить спину вверху и сильнее растянуть её внизу. В этом-то и состоит основное отличие тяги резинки, от тяги штанги. С резинками вы можете разворачивать кисти и повышать КПД упражнения. И просто грех не воспользоваться этим.


2. Чтобы амплитуда и КПД упражнения были максимальными, нужно делать движение не только руками, но и лопатками. В нижней точке опускаем плечи и слегка горбимся, растягивая тем самым спину. А в верхней – сводим лопатки вместе и разворачиваем грудь, сокращая спину по максимуму.


3. Ноги должны быть слегка согнуты. А пели должны двигаться только вверх и вниз. То есть не должно быть раскачиваний вперёд – назад. Если вы станете правильно, то кисть сама собой должна «приходить» к талии или к тазобедренному суставу, а не к груди.


4. Не расставляйте локти в стороны. Локти должны смотреть вверх. Только так вы сможете заставить работать ваши широчайшие.


5. Голова должна быть поднята, а взгляд направлен вперёд, а не вниз.


6. Спина должна быть почти параллельна полу. Следите за тем, чтобы в процессе выполнения подхода она не поднималась.


";https://tvoytrener.com/www/yprajnenia/tiaga_naklon_petli.html;Спина,Шея,Широчайшие мышцы
294;Пуловер лёжа с резиной;rezina_pylover;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для женщин: 10 - 15 повторений. 2 - 3 подхода.

Купить такие же резинки (и другой инвентарь) можно здесь. Для пользователей моего приложения скидка 10% по промокоду trener.





Скачать видеокурс со всеми остальными упражнениями с резиной (51 упражнение).
";"

В некоторых изданиях пишется, что это упражнение для мышц груди. Спору нет, грудь здесь тоже работает, но таким способом вы ее не накачаете. Руки должны быть в локтях чуть согнуты. Упражнение не базовое, поэтому лучше делать в конце тренировки и с таким усилием, с которым вы можете сделать не меньше 10 раз. И никаких резких движений! Также можно выполнять со штангой, гантелью или диском.


Основные фишки



1. В отличие от пуловера с гантелью, где эффективная амплитуда только до груди, пуловер с резиной можно и нужно делать по всей амплитуде, заводя руки почти до самого паха. Дело в том, что нагрузка на широчайшие постоянно возрастает, по мере заведения рук. А в пуловере с гантелью или штангой, заводить руки дальше груди нет большого смысла, так как нагрузка с мышц пропадает.


2. Руки в процессе всего движения должны быть слегка согнуты. Если будете сильно сгибать руки внизу, то превратите пуловер во французский жим.


3. Запомните, в этом упражнении работают грудь, спина и трицепсы. И даже немного плечи. Поэтому ничего конкретного вы этим упражнением не накачаете. Но оно отлично подходит в конце тренировки для общей растяжки плечевого пояса. Кроме этого, в детском и подростковом возрасте пуловер заставляет расширяться вашу грудную клетку. Поэтому если вам нет ещё 18 – 19 лет, то вы обязаны делать это упражнение 1 – 2 раза в неделю.


4. Ложитесь на таком расстоянии, чтобы в начальной фазе ленты тоже были натянуты. Не обязательно делать лёжа на полу. Можно и лёжа на лавке.


5. Положение ног (согнутые или прямые) не имеет никакого значения.

";https://tvoytrener.com/www/yprajnenia/rezina_pylover.html;Спина,Шея,Широчайшие мышцы
295;Тяга одной рукой в наклоне с резиной;rezina_tiaga_ganteli;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для женщин: 10 - 15 повторений. 2 - 3 подхода.

Купить такие же резинки (и другой инвентарь) можно здесь. Для пользователей моего приложения скидка 10% по промокоду trener.





Скачать видеокурс со всеми остальными упражнениями с резиной (51 упражнение).
";"

Технически довольно сложное упражнение, так как довольно много нюансов. В нижней точке лучше разворачивать вовнутрь и немного опускать плечо, это позволит лучше растянуть широчайшую мышцу. В верхней точке наоборот, необходимо прогнуться. Упражнение не для новичков. Просто потому что сложно научиться делать его правильно.



Основные фишки


1. Тянуть резину нужно так, чтобы в верхней точке кисть поднималась к талии. Локоть при этом нельзя отставлять в сторону. Он должен смотреть вверх. А вверху можно его даже немного завернуть за спину. Это максимально сократит широчайшую мышцу спины.


2. Чтобы амплитуда и КПД упражнения были максимальными, нужно делать движение не только рукой, но и лопаткой. В нижней точке опускаем плечо, растягивая тем самым спину. А в верхней – сводим лопатки вместе, сокращая спину по максимуму.


3. Желательно так же внизу разворачивать кисть ладонью назад или к себе. Чтобы ещё сильнее растянуть спину.


4. Это упражнение является базовым. Резину нужно взять такую, чтобы вы могли сделать не меньше 8 повторений. Я обычно практикую в этом упражнении от 8 до 15 повторений.


5. В отличие от остальных тяг в наклоне, здесь нет осевой нагрузки на спину. И в этом большой плюс этого упражнения.

";https://tvoytrener.com/www/yprajnenia/rezina_tiaga_ganteli.html;Спина,Шея,Широчайшие мышцы
296;Тяга резины сверху на прямых руках;rezina_tiaga;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для женщин: 10 - 15 повторений. 2 - 3 подхода.

Купить такие же резинки (и другой инвентарь) можно здесь. Для пользователей моего приложения скидка 10% по промокоду trener.





Скачать видеокурс со всеми остальными упражнениями с резиной (51 упражнение).
";"

Упражнение является аналогом пуловера лежа. Принцип тот же. Тянем резину до самых ног. В нижней точке очень важно отвести плечи назад и прогнуться. Это дополнительно сократит широчайшую. Не используйте его как базовое упражнение. Оно предназначено для небольших весов и на ""добивание"" мышц.



Основные фишки


1. Спина должна быть прогнута в пояснице, таз отставлен назад, а корпус наклонен вперёд примерно под 60 – 45 градусов.


2. Когда подтягиваем ручку к себе – немного выпрямляем спину. Чтобы сильнее сократить широчайшие. А когда отпускаем ручку от себя, наоборот, наклоняемся вперёд, чтобы растянуть мышцы по максимуму. То есть корпус тоже должен двигаться.


3. Ноги должны быть слегка согнуты. Руки в локтях или прямые, или почти прямые. Локти смотрят в стороны.


4. Подтягивать резину необходимо до самого паха (до касания). Чем больше амплитуда движения, тем лучше.


5. Резину подбирайте такую, чтобы могли сделать хотя бы 12 повторений.

";https://tvoytrener.com/www/yprajnenia/rezina_tiaga.html;Спина,Шея,Широчайшие мышцы
297;Тяга резины снизу в наклоне;rezina_tiaga_v_naklone;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для женщин: 10 - 15 повторений. 2 - 3 подхода.

Купить такие же резинки (и другой инвентарь) можно здесь. Для пользователей моего приложения скидка 10% по промокоду trener.





Скачать видеокурс со всеми остальными упражнениями с резиной (51 упражнение).
";"

Эта тяга принципиально не отличается от других тяг в наклоне. Примерно такая же техника и такие же мышцы работают. Главное отличие, это то, что вес вас тянет не только вниз, но и вперёд. Поэтому вы вынуждены часть веса уравновешивать собственным телом отклоняясь назад. Это приводит к тому, что чем больше вес вы ставите, тем ниже КПД данного упражнения.


Основные фишки


1. Советую делать эту упражнение в конце тренировки на спину, если вы достаточно сильный. Если нет – то можно и в начале, но помните, что если будете делать в начале, то веса придётся ставить больше и КПД упражнения будет меньше.


2. Можно так же делать, просунув какую-нибудь палку в петли и тянуть как бы с ручкой.


3. Наклонять спину вслед за весом и прогибать её вверх, когда вы тянете к себе – желательно. Это увеличит амплитуду и эффективность упражнения.


4. В верхней точке можно делать небольшую паузу, если вес небольшой.


5. Во время выполнения упражнения у вас должны двигаться не только руки, но и лопатки. Тянем на себя и сводим лопатки вместе. При этом расправляем грудь. Отпускаем от себя – опускаем плечи и слегка горбим спину. Всё это делается для того, чтобы лучше сократить / растянуть мышцы спины.

";https://tvoytrener.com/www/yprajnenia/rezina_tiaga_v_naklone.html;Спина,Шея,Широчайшие мышцы
298;Тяга горизонтальная с резиной;rezina_gorizontalno;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для женщин: 10 - 15 повторений. 2 - 3 подхода.

Купить такие же резинки (и другой инвентарь) можно здесь. Для пользователей моего приложения скидка 10% по промокоду trener.





Скачать видеокурс со всеми остальными упражнениями с резиной (51 упражнение).
";"

Кто-то держит спину прямо. Кто-то растягивается вперед за весом. На мой взгляд, лучше растягиваться. Это позволит выжать из этого упражнения максимум. Можно даже в конце слегка сгорбиться. Но в конце движения обязательно прогнуться и отвести плечи назад.


Основные фишки


1. Существуют два разных типа исполнения этого упражнения. С неподвижной спиной и с подвижной спиной. С неподвижной спиной ваша спина фиксируется на месте. Двигаются только руки и лопатки. С подвижной спиной в работу включаются разгибатели спины, и амплитуда движения увеличивается. Мне лично нравится вариант, когда спина подвижна, но в разумных пределах. Это позволяет сильнее растянуть и сократить широчайшие мышцы.


2. Если у вас есть какая-нибудь палка или гриф от штанги, то можно продеть её через петли и тянуть. Тогда можно использовать как хват сверху, так и хват снизу.


3. Берите такую резину, чтобы могли сделать минимум 8 повторений.


4. Ноги во время выполнения упражнения должны быть прямые.


5. В финальной фазе (когда вы подтянули резину к себе), спина должна быть немного отклонена назад, прогнута в пояснице, а лопатки должны быть сведены вместе. Только так вы сможете заставить ваши широчайшие работать по максимуму.


6. Спину можно немного горбить, когда вы отпускаете резину от себя. Это позволит сильнее растянуть спину.


";https://tvoytrener.com/www/yprajnenia/rezina_gorizontalno.html;Спина,Шея,Широчайшие мышцы
299;Тяга горизонтальная с полотенцем;polotence_gorizontalno;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для женщин: 10 - 15 повторений. 2 - 3 подхода.

";"

Это упражнение является аналогом тяги горизонтального блока. Здесь вы нагрузку регулируете силой сопротивления ноги. Можно, конечно, упираться в полотенце и двумя ногами, но тогда обе ноги вам придётся держать на весу, что сильно напрягает пресс и снижает ваше внимание от основной задачи – тренировки широчайших мышц.


Основные фишки


1. Когда тянете к себе, то желательно кисти разворачивать ладонями друг к другу, а локти прижимать ближе к бокам. А когда – от себя, то разворачивайте кисти ладонями вниз для того, чтобы сильнее растянуть широчайшие мышцы.


2. Старайтесь в конце тяги свести лопатки вместе, прогнуть спину, а грудь подать вперёд. Это по максимуму нагрузит вашу спину.


3. Не забывайте, что вы тянете одну ногу, а это – асимметрия. Поэтому, мышцы левой и правой части спины будут работать немного по-разному. А значит -  постоянно чередуйте ноги.


4. Полотенце не должно быть слишком коротким, иначе вы не сможете полностью сделать тягу, и колено ноги быстро упрётся в грудь.


";https://tvoytrener.com/www/yprajnenia/polotence_gorizontalno.html;Спина,Шея,Широчайшие мышцы
300;Подтягивания лёжа на полу;podtiagivania_lega;"
Для мужчин: 8 - 12 повторений. 2 - 3 подхода.

Для женщин: не для новичков.

";"

Кто сказал, что для подтягиваний обязательно должна быть перекладина? Можно делать это и на полу, используя  в качестве отягощения силу трения вашего тела. Чтобы более-менее комфортно выполнять это упражнение, вам надо сделать так, чтобы тело скользило легче, чем руки.


Есть 2 варианта выполнения этого упражнения: с опорой локтями о пол (когда предплечья полностью прижаты к полу), и без опоры локтями (когда локти находятся на весу, а опора идёт только на кисти). Выберите себе такой вариант, при котором вы лучше чувствует мышцы спины.


Основные фишки


1. Для усложнения подтягиваний можно не использовать подкладку, тогда сила трения вырастет и подтягиваться будет сложнее. В качестве подкладки можно использовать полотенце, плед, простынь и т. д. Кроме этого, разная ткань имеет разную степень скольжения.


2. Усилить же сцепление рук с полом можно несколькими способами. Можно использовать магнезию, чтобы ладони не потели. Можно класть под руки кроссовки или кеды с резиновой подошвой. Можно обматывать кисти скотчем или лейкопластырем липкой частью наружу. Можно просто смазывать ладони чем-нибудь липким. В идеале – хорошо когда есть за что взяться руками. Ножки дивана, порожек, выступы в полу, трубы и т. д.


3. Помимо спины здесь ещё работает и грудь тоже. Ведь вы руками давите в пол, следовательно, большие грудные мышцы тоже напрягаются.


4 Сложность подбирайте себе такую, чтобы могли сделать 8 – 15 повторений за подход. Ширина постановки рук – чуть шире плеч.

";https://tvoytrener.com/www/yprajnenia/podtiagivania_lega.html;Спина,Шея,Широчайшие мышцы
301;Подтягивания широким хватом в гравитроне;podtiagivania_shiroko_grav;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.

";"

При подтягивании широким хватом очень хорошо работают широчайшие мышцы спины. Однако, этот вариант немного сложнее, чем подтягивания хватом на ширине плечь


Основные фишки


1. Хват должен быть такой ширины, чтобы в верхней точке предплечья были параллельны друг другу. То есть направлены строго перпендикулярно полу. Так и амплитуда движения будет довольно большой, и широчайшие мышцы будут получать хорошую нагрузку.


2. Чем шире хват, тем мышцы спины получают большую нагрузку, однако укорачивается амплитуда движения. Поэтому здесь важна золотая середина.


3. Опускаться вниз нужно до конца. Подтягиваться тоже. В идеале - старайтесь коснуться перекладины верхней частью груди.


5. Вообще, подтягивания широким хватом являются базовыми упражнениями для широчайших мышц. Поэтому, если вы хотите мощную спину, то обязаны подтягиваться хотя бы раз в неделю.


6. Можно ещё делать комбинированные подтягивания. Одно повторение за голову, а другое к груди. И так чередовать все подходы.


";https://tvoytrener.com/www/yprajnenia/podtiagivania_shiroko_grav.html;Спина,Шея,Широчайшие мышцы
302;Французский жим с гантелей стоя и сидя;francyzckii_jim_stoia2;"
Для мужчин: 10 - 15 повторений по 8 - 12 кг. 2 - 3 подхода.
Для женщин: 10 - 15 повторений по 3 - 5 кг. 2 - 3 подхода.

";"

В отличие от аналогичного французского жима одной рукой более удобно. Проще следить за локтями. Если вы новичок, то лучше начинать с этого упражнения. В верхней точке локти выпрямлять до конца.


Основные фишки


1. Можно делать не только с гантелей, но и с диском от штанги. Для новичков даже, наверное, удобнее будет с диском.


2. Опускать и выпрямлять руки желательно до конца. Это увеличит амплитуду движения и КПД упражнения.


3. Локти должны быть зафиксированы в неподвижном положении. Они не должны расходиться в стороны и гулять вперёд – назад. Чем сильнее болтаются локти, тем больше подключаются дополнительные мышцы, и снижается нагрузка с трицепсов.


4. Опускайте гантелю вниз плавно, чтобы не бить себя по шее. Да и для локтей это довольно опасно.


5. Берите такой вес, чтобы могли сделать как минимум 8 – 10 повторений. Это упражнение не базовое, поэтому за весами здесь гнаться не нужно.


6. Как вариант можно сделать это упражнение сидя на лавке с наклоном спинки 60 – 70 градусов. Это сильнее растянет ваши трицепсы.

";https://tvoytrener.com/www/yprajnenia/francyzckii_jim_stoia2.html;Руки,Трицепс
303;Отжимания от брусьев;otjimania_ot_brysiev;"
Для мужчин: 8 - 15 повторений без веса. 3 - 4 подхода.
Для женщин: не для новичков.

";"

Если отжиматься широким хватом, то больше будет работать грудь. Но не советую. Как базовое упражнение для груди оно все равно не годится, а травму так заработать очень легко. Поэтому хват поуже, и локти к себе. Качаем трицепс!


И никаких резких движений. Упражнение сильно грузит плечевые связки, поэтому таит в себе потенциальную опасность. Будьте бдительны


Основные фишки


1. Опускаться желательно до той точки, когда плечо на одном уровне с локтем, или ниже.


2. Если вам тяжело отжаться нормально хотя бы 6 повторений, то пусть кто-нибудь подталкивает вас за ноги. Так вы быстрее научитесь отжиматься от брусьев.


3. Если вы уже отжимаетесь с дополнительным весом, то первый подход всё равно делайте без веса. В качестве разминки. Помните, что в этом упражнении очень легко травмировать плечо, если хорошенько его не размять.


4. Чтобы лучше работал трицепс, брусья должны быть поуже, а локти нужно отводить назад. Чтобы лучше работала грудь, то брусья должны быть пошире, а локти нужно разводить в стороны. Однако, чем шире брусья и локти, тем больше нагрузка ложиться на сухожилия, окружающие плечо.


5. Отжимания от брусьев я считаю базовым упражнением для трицепсов. Поэтому, если хотите потренировать трицепсы, то ставьте это упражнение в начало тренировки, а не в конец.


6. Если отжимаетесь с отягощением, то вес берите такой, чтобы могли отжаться как минимум 5 – 6 повторений. Не стоит пробовать свои силы на 1 – 2 повторения с предельным весом. Уж слишком сильно грузятся связки плеч. И предельные веса делать слишком опасно.

";https://tvoytrener.com/www/yprajnenia/otjimania_ot_brysiev.html;Трицепс,Грудь
304;Отжимания от лавки сзади;otjimaniy_ot_lavki_szadi;"
Для мужчин: 10 - 15 повторений по 0 - 5 кг. 2 - 3 подхода.
Для женщин: 10 - 15 повторений без веса. 2 - 3 подхода.

";"

Очень хорошее упражнение. Особенно, если отжиматься от брусьев пока не получается. Самый легкий вариант - ноги на полу, согнутые в коленях (как на видео). Затем - прямые. Затем (как показано на рисунке), ноги можно класть на лавку. Потом на бедра кладете ""блины"". Как научитесь с весом 15 кг отжиматься раз по 10 - 12 - можно переходить на брусья.


Основные фишки


1. Большой плюс этого упражнения в том, что его могут выполнять люди с любой степенью развития мышц. Если вы очень слабая девушка, или очень толстый человек, то достаточно поставить ноги на пол и согнуть их в коленях. И вы вполне сможете отжаться минимум 10 повторений. Люди посильнее могут ставить прямые ноги на пол, или на подставку. Чем выше подставка, тем сложнее. Ну а кому и этого мало, то на бёдра можно класть диски от штанги.


2. Я считаю, что это упражнение нужно выполнять только тем, кто не умеет отжиматься от брусьев. Если вы можете отжаться от брусьев хотя бы 6 – 7 повторений, то отжиматься от лавки сзади вам уже ни к чему.


3. Следите, чтобы спина была как можно ближе к краю лавки, а туловище двигалось только вверх – вниз. А не вперёд – назад.


4. Ширина постановки рук – немного шире плеч. Локти при отжиманиях должны смотреть назад.

 
5. Опускаться желательно так, чтобы плечо было ниже локтя. А вверху нужно полностью выпрямлять руки.

";https://tvoytrener.com/www/yprajnenia/otjimaniy_ot_lavki_szadi.html;Руки,Трицепс
305;Жим штанги лёжа узким хватом;jim_leja_uzkim_hvatom;"
Для мужчин: 8 - 12 повторений по 20 - 30 кг. 3 - 4 подхода.
Для женщин: 8 - 12 повторений по 10 - 15 кг. 3 - 4 подхода.

";"


По технике от классики отличается по следующим параметрам. Штангу необходимо опускать чуть ниже сосков, и руки надо прижимать к туловищу. Грудь у вас будет работать в любом случае, но ваша задача как можно больше нагрузить трицепс.


Некоторые при таком жиме берутся настолько узко, что кисти вплотную примыкают друг к другу. Считаю это неверным. Браться надо чуть-чуть уже плеч.


Основные фишки


1. В отличие от жима классического, при жиме узким хватом штанга опускается на низ груди. Это связано с тем, что локти нужно прижимать к туловищу. Поэтому такая траектория более удобная.


2. Расстояние между кистями должно быть 20 – 30 см. Если браться уже, то локти непроизвольно будут расходиться в стороны.


3. Нагрузка на кисти здесь ещё больше, чем при классическом жиме лёжа. Поэтому настоятельно рекомендую использовать бинты на кисти.


4. Если вы жмёте без подстраховки, и не смогли сделать последнее повторение, то положите штангу себе на грудь и перехватитесь более широким хватом. Тогда в работу включатся грудные мышцы, и вы должны выжать штангу. А вообще, жмите всегда с подстраховкой.


5. При чрезмерных весах локти непроизвольно расходятся в стороны, убирая, тем самым, нагрузку с трицепсов. Поэтому я рекомендую ставить тот вес, который вы можете сделать как минимум 6 повторений правильно.

";https://tvoytrener.com/www/yprajnenia/jim_leja_uzkim_hvatom.html;Трицепс,Грудь
306;Разгибание рук с верхнего блока;razgibanie_ryk_verhnii_blok;"
Для мужчин: 10 - 15 повторений по 15 - 20 кг. 2 - 3 подхода.
Для женщин: 10 - 15 повторений по 5 - 10 кг. 2 - 3 подхода.

";"

Еще более действенный вариант, когда вместо ручки вы берете лямки. Таким образом, вы опускаете руки вниз и разводите их в стороны, что позволяет лучше прорабатывать все 3 головки трицепса. Хват снизу тоже не лишен смысла. Но новичкам лучше пока обойтись без него.


Основные фишки


1. Советую почти не наклоняться вперёд. Чем сильнее вы наклонитесь, тем больше будете помогать себе весом собственного тела. Помимо того, что вы будете разгибать руки за счёт трицепса, вы ещё будете давить всем телом сверху вниз. А это уже читтинг.


2. Локти необходимо фиксировать в одном положении. Не превращайте разгибания рук в жимы.


3. Помимо железной ручки, можно ещё попробовать делать с канатами или специальными лямками. Такие лямки позволяют в верхней точке разворачивать кисти ладонями вверх. Что сильнее растягивает ваши трицепсы. Либо ещё можно разгибать руки вниз и в стороны. Это вызовет дополнительное сокращение в трицепсах. Но так делать немного сложнее. Поэтому вес лучше поставить поменьше.


4. Старайтесь выпрямлять руки до конца.


5. Спина должна быть прямая, а грудь развёрнута. Для большей устойчивости можно выставить одну ногу немного вперёд.

";https://tvoytrener.com/www/yprajnenia/razgibanie_ryk_verhnii_blok.html;Руки,Трицепс
307;Разгибание рук с гантелями в наклоне;triceps_v_naklone;"
Для мужчин: 10 - 15 повторений  5 - 8 кг (каждая гантеля). 2 - 3 подхода.
Для женщин: 10 - 15 повторений  2 - 4 кг (каждая гантеля). 2 - 3 подхода.

";"

Наклониться лучше почти параллельно полу. Разгибать руку, как обычно, до конца. делайте его в конце тренировки, когда уже сил нет, но нужно до конца изнасиловать мышцы. Упражнение лучше использовать только в качестве вспомогательного, и только после базовых упражнений на трицепс.


Основные фишки


1. Можно делать как одной, так и двумя руками. При варианте с одной рукой, можно взять вес немного больше. Так как работает только одна рука, а свободной рукой вы опираетесь.


2. Наклон туловища должен быть чуть выше параллели пола. Очень важно не раскачиваться корпусом.


3. Если вы делаете двумя руками (без опоры на скамью), то ноги в коленях должны быть слегка согнуты.


4. Рука (её часть от плеча до локтя) должна быть параллельна полу и зафиксирована в неподвижном положении. Локоть нужно прижать к туловищу.


5. Чтобы не раскачиваться рукой, нужно делать небольшую паузу вверху и внизу движения. Руку выпрямлять нужно до конца.


6. Вес гантели должен быть такой, чтобы вы могли сделать минимум 10 повторений.


7. Как вариант, можно делать это упражнение в кроссовере с нижнего блока. Принцип тот же. Однако трицепс в этом случае будет испытывать одинаковую нагрузку по всей амплитуде движения. 


";https://tvoytrener.com/www/yprajnenia/triceps_v_naklone.html;Руки,Трицепс
